"","ID","Electorate","Party","PartyVotes","MPName","MPParty","MPVotes"
"395",25,"Manurewa"," "," ","DAINTY, Yvonne","MANA","205"
"396",25,"Manurewa","Conservative","      682","IKILEI, Elliot Ewen Pasione","CNSP","495"
"397",25,"Manurewa","Labour Party","   11705","WALL, Louisa Hareruia","LAB","12003"
"398",25,"Manurewa","Aotearoa Legalise Cannabis Party","       72"," "," "," "
"399",25,"Manurewa","Democrats for Social Credit","        6"," "," "," "
"400",25,"Manurewa","Internet MANA","      205"," "," "," "
"401",25,"Manurewa","The Civilian Party","        8"," "," "," "
"402",26,"Maungakiekie"," "," ","COGGAN, Felicity","CL","80"
"403",26,"Maungakiekie","Green Party","    2546","LECKINGER, Richard","GP","1618"
"404",26,"Maungakiekie","United Future","       62","MOCKRIDGE, Bryan","UFNZ","92"
"405",26,"Maungakiekie","ACT New Zealand","      453"," "," "," "
"406",26,"Maungakiekie","Ban1080","        9"," "," "," "
"407",26,"Maungakiekie","Focus New Zealand","        6"," "," "," "
"408",26,"Maungakiekie","Maori Party","      137"," "," "," "
"409",26,"Maungakiekie","NZ Independent Coalition","        8"," "," "," "
"410",26,"Maungakiekie","Labour Party","   10031","BEAUMONT, Carol","LAB","11808"
"411",26,"Maungakiekie"," "," ","FINAU, Sitaleki","MANA","355"
"412",26,"Maungakiekie","National Party","   12231","LOTU-IIGA, Peseta Sam","NAT","13936"
"413",26,"Maungakiekie","Conservative","      932","SIMPSON, Litia ","CNSP","565"
"414",26,"Maungakiekie","Aotearoa Legalise Cannabis Party","       75"," "," "," "
"415",26,"Maungakiekie","Democrats for Social Credit","        5"," "," "," "
"416",26,"Maungakiekie","Internet MANA","      262"," "," "," "
"417",26,"Maungakiekie","New Zealand First Party","    1931"," "," "," "
"418",26,"Maungakiekie","The Civilian Party","       10"," "," "," "
"419",27,"Mt Albert"," "," ","CAROLAN, Joe","MANA","219"
"420",27,"Mt Albert","ACT New Zealand","      301","FERGUSSON, Tommy","ACT","261"
"421",27,"Mt Albert","National Party","   12069","LEE, Melissa","NAT","8775"
"422",27,"Mt Albert"," "," ","VAN DEN HEUVEL, Anthony Joseph","HR","56"
"423",27,"Mt Albert","Aotearoa Legalise Cannabis Party","       62"," "," "," "
"424",27,"Mt Albert","Democrats for Social Credit","        5"," "," "," "
"425",27,"Mt Albert","Internet MANA","      447"," "," "," "
"426",27,"Mt Albert","New Zealand First Party","    1273"," "," "," "
"427",27,"Mt Albert","The Civilian Party","        9"," "," "," "
"428",27,"Mt Albert","Green Party","    6205","ELLEY, Jeanette","GP","2350"
"429",27,"Mt Albert","Conservative","      612","JOHNSON, Jeffrey","CNSP","456"
"430",27,"Mt Albert","Labour Party","    9020","SHEARER, David ","LAB","17933"
"431",27,"Mt Albert"," "," ","WACKROW, Michael","IND","54"
"432",27,"Mt Albert","Ban1080","        8"," "," "," "
"433",27,"Mt Albert","Focus New Zealand","       12"," "," "," "
"434",27,"Mt Albert","Maori Party","      170"," "," "," "
"435",27,"Mt Albert","NZ Independent Coalition","        4"," "," "," "
"436",27,"Mt Albert","United Future","       42"," "," "," "
"437",28,"Mt Roskill","New Zealand First Party","    1546","BINDRA, Mahesh","NZF","607"
"438",28,"Mt Roskill","Conservative","    1088","DAVIE, Paul","CNSP","960"
"439",28,"Mt Roskill"," "," ","MINTO, John","MANA","232"
"440",28,"Mt Roskill","ACT New Zealand","      543"," "," "," "
"441",28,"Mt Roskill","Ban1080","       15"," "," "," "
"442",28,"Mt Roskill","Focus New Zealand","       36"," "," "," "
"443",28,"Mt Roskill","Maori Party","      156"," "," "," "
"444",28,"Mt Roskill","The Civilian Party","        5"," "," "," "
"445",28,"Mt Roskill","Green Party","    2527","COATES, Barry","GP","1303"
"446",28,"Mt Roskill","Labour Party","   10127","GOFF, Phil","LAB","16209"
"447",28,"Mt Roskill","National Party","   12449","PARMAR, Parmjeet ","NAT","9363"
"448",28,"Mt Roskill","Aotearoa Legalise Cannabis Party","       52"," "," "," "
"449",28,"Mt Roskill","Democrats for Social Credit","        9"," "," "," "
"450",28,"Mt Roskill","Internet MANA","      261"," "," "," "
"451",28,"Mt Roskill","NZ Independent Coalition","        5"," "," "," "
"452",28,"Mt Roskill","United Future","       49"," "," "," "
"453",29,"Napier","Green Party","    2696","BAILEY, Paul","GP","1081"
"454",29,"Napier","Labour Party","    8491","NASH, Stuart","LAB","14041"
"455",29,"Napier","Democrats for Social Credit","       23","PULFORD, Barry","NZDSC","47"
"456",29,"Napier","ACT New Zealand","       96"," "," "," "
"457",29,"Napier","Ban1080","       49"," "," "," "
"458",29,"Napier","Internet MANA","      162"," "," "," "
"459",29,"Napier","New Zealand First Party","    2482"," "," "," "
"460",29,"Napier","The Civilian Party","       15"," "," "," "
"461",29,"Napier","Conservative","    2113","McVICAR, Garth","CNSP","7135"
"462",29,"Napier"," "," ","O'NEILL, Mary","ALL","53"
"463",29,"Napier","National Party","   16336","WALFORD, Wayne","NAT","10308"
"464",29,"Napier","Aotearoa Legalise Cannabis Party","      122"," "," "," "
"465",29,"Napier","Focus New Zealand","        5"," "," "," "
"466",29,"Napier","Maori Party","      123"," "," "," "
"467",29,"Napier","NZ Independent Coalition","        7"," "," "," "
"468",29,"Napier","United Future","       54"," "," "," "
"469",30,"Nelson","Democrats for Social Credit","       46","BAYLY, Adrian James","NZDSC","127"
"470",30,"Nelson","ACT New Zealand","      135","HUFFLETT, Paul","ACT","167"
"471",30,"Nelson","Green Party","    4564","ROBERTSON, Colin","GP","2950"
"472",30,"Nelson","Labour Party","    8538","STREET, Maryan","LAB","11276"
"473",30,"Nelson","Ban1080","      331"," "," "," "
"474",30,"Nelson","Internet MANA","      258"," "," "," "
"475",30,"Nelson","New Zealand First Party","    2686"," "," "," "
"476",30,"Nelson","The Civilian Party","       11"," "," "," "
"477",30,"Nelson","Conservative","    1952","GREEN, John","CNSP","1029"
"478",30,"Nelson"," "," ","OSMASTON, Richard","MFP","150"
"479",30,"Nelson","National Party","   15434","SMITH, Nick","NAT","18376"
"480",30,"Nelson","Aotearoa Legalise Cannabis Party","      170"," "," "," "
"481",30,"Nelson","Focus New Zealand","        4"," "," "," "
"482",30,"Nelson","Maori Party","      106"," "," "," "
"483",30,"Nelson","NZ Independent Coalition","        9"," "," "," "
"484",30,"Nelson","United Future","       87"," "," "," "
"485",31,"New Lynn","Labour Party","   10160","CUNLIFFE, David","LAB","14400"
"486",31,"New Lynn","Democrats for Social Credit","       25","LEITCH, Andrew","NZDSC","119"
"487",31,"New Lynn","Conservative","    1116","TAYLOR, Steve ","CNSP","1102"
"488",31,"New Lynn","Aotearoa Legalise Cannabis Party","       71"," "," "," "
"489",31,"New Lynn","Focus New Zealand","        3"," "," "," "
"490",31,"New Lynn","Maori Party","       91"," "," "," "
"491",31,"New Lynn","NZ Independent Coalition","        7"," "," "," "
"492",31,"New Lynn","United Future","       53"," "," "," "
"493",31,"New Lynn","National Party","   11650","GROSER, Tim","NAT","10684"
"494",31,"New Lynn","Green Party","    2695","ROGERS, Daniel","GP","2120"
"495",31,"New Lynn","ACT New Zealand","      462"," "," "," "
"496",31,"New Lynn","Ban1080","       11"," "," "," "
"497",31,"New Lynn","Internet MANA","      271"," "," "," "
"498",31,"New Lynn","New Zealand First Party","    2101"," "," "," "
"499",31,"New Lynn","The Civilian Party","       15"," "," "," "
"500",32,"New Plymouth","ACT New Zealand","      147","GRAY, James","ACT","181"
"501",32,"New Plymouth","Green Party","    2505","ROBERTS, Sarah","GP","1750"
"502",32,"New Plymouth","National Party","   19333","YOUNG, Jonathan ","NAT","19958"
"503",32,"New Plymouth","Democrats for Social Credit","       26"," "," "," "
"504",32,"New Plymouth","Internet MANA","      222"," "," "," "
"505",32,"New Plymouth","New Zealand First Party","    3107"," "," "," "
"506",32,"New Plymouth","The Civilian Party","       17"," "," "," "
"507",32,"New Plymouth","Aotearoa Legalise Cannabis Party","      189","DOMBROSKI, Jamie","ALCP","608"
"508",32,"New Plymouth","Labour Party","    7179","LITTLE, Andrew","LAB","10782"
"509",32,"New Plymouth","Conservative","    1113","STORR, Angela","CNSP","573"
"510",32,"New Plymouth","Ban1080","       45"," "," "," "
"511",32,"New Plymouth","Focus New Zealand","        3"," "," "," "
"512",32,"New Plymouth","Maori Party","      173"," "," "," "
"513",32,"New Plymouth","NZ Independent Coalition","       11"," "," "," "
"514",32,"New Plymouth","United Future","       58"," "," "," "
"515",33,"North Shore","National Party","   20847","BARRY, Maggie","NAT","20993"
"516",33,"North Shore","Democrats for Social Credit","       31","LEITCH, Tim","NZDSC","79"
"517",33,"North Shore","Green Party","    3317","STANSFIELD, Brett","GP","3078"
"518",33,"North Shore","Aotearoa Legalise Cannabis Party","       76"," "," "," "
"519",33,"North Shore","Focus New Zealand","        1"," "," "," "
"520",33,"North Shore","Maori Party","      138"," "," "," "
"521",33,"North Shore","NZ Independent Coalition","        3"," "," "," "
"522",33,"North Shore","United Future","       78"," "," "," "
"523",33,"North Shore","ACT New Zealand","      447","KEARNEY, Nick","ACT","492"
"524",33,"North Shore","Conservative","    1491","PERKIN, Melissa ","CNSP","2014"
"525",33,"North Shore","Labour Party","    4718","SZABÓ, Claire","LAB","6362"
"526",33,"North Shore","Ban1080","       11"," "," "," "
"527",33,"North Shore","Internet MANA","      179"," "," "," "
"528",33,"North Shore","New Zealand First Party","    1950"," "," "," "
"529",33,"North Shore","The Civilian Party","        9"," "," "," "
"530",34,"Northcote","Labour Party","    6756","HILLS, Richard","LAB","8827"
"531",34,"Northcote","ACT New Zealand","      500","KRONFELD, Tim","ACT","332"
"532",34,"Northcote","Green Party","    3387","SMITHSON, Anne-Elise","GP","2485"
"533",34,"Northcote","Aotearoa Legalise Cannabis Party","       95"," "," "," "
"534",34,"Northcote","Democrats for Social Credit","       18"," "," "," "
"535",34,"Northcote","Internet MANA","      252"," "," "," "
"536",34,"Northcote","New Zealand First Party","    2270"," "," "," "
"537",34,"Northcote","The Civilian Party","       25"," "," "," "
"538",34,"Northcote","National Party","   15685","COLEMAN, Jonathan ","NAT","17604"
"539",34,"Northcote"," "," ","HO, Gil","IP","214"
"540",34,"Northcote","United Future","      103","LIGHT, Damian","UFNZ","139"
"541",34,"Northcote","Conservative","    1356","WEBSTER, Matthew James","CNSP","839"
"542",34,"Northcote","Ban1080","       13"," "," "," "
"543",34,"Northcote","Focus New Zealand","        4"," "," "," "
"544",34,"Northcote","Maori Party","      130"," "," "," "
"545",34,"Northcote","NZ Independent Coalition","        9"," "," "," "
"546",35,"Northland","ACT New Zealand","      139","NELSON, Craig","ACT","185"
"547",35,"Northland","Focus New Zealand","      205","RINTOUL, Ken ","FNZ","1557"
"548",35,"Northland","National Party","   15942","SABIN, Mike","NAT","16827"
"549",35,"Northland"," "," ","TIMMS, Glen","MFP","64"
"550",35,"Northland","Aotearoa Legalise Cannabis Party","      151"," "," "," "
"551",35,"Northland","Internet MANA","      488"," "," "," "
"552",35,"Northland","New Zealand First Party","    4009"," "," "," "
"553",35,"Northland","The Civilian Party","        5"," "," "," "
"554",35,"Northland","Green Party","    3244","CLENDON, David","GP","3094"
"555",35,"Northland","Labour Party","    5098","PRIME, Willow-Jean","LAB","8042"
"556",35,"Northland"," "," ","ROBERTSON, Murray","IND","91"
"557",35,"Northland","Conservative","    2091","TAYLOR, Mel","CNSP","1465"
"558",35,"Northland","Democrats for Social Credit","       59","WILSON, David Angus","NZDSC","162"
"559",35,"Northland","Ban1080","       46"," "," "," "
"560",35,"Northland","Maori Party","      175"," "," "," "
"561",35,"Northland","NZ Independent Coalition","        6"," "," "," "
"562",35,"Northland","United Future","       61"," "," "," "
"563",36,"Ohariu","Labour Party","    7591","ANDERSEN, Virginia","LAB","11349"
"564",36,"Ohariu","United Future","      241","DUNNE, Peter","UFNZ","12279"
"565",36,"Ohariu"," "," ","HAMILL, Sue","IND","182"
"566",36,"Ohariu","Democrats for Social Credit","       19","STEEMSON, Alida","NZDSC","41"
"567",36,"Ohariu","Aotearoa Legalise Cannabis Party","      115"," "," "," "
"568",36,"Ohariu","Focus New Zealand","        4"," "," "," "
"569",36,"Ohariu","Maori Party","      179"," "," "," "
"570",36,"Ohariu","NZ Independent Coalition","        7"," "," "," "
"571",36,"Ohariu","Conservative","      977","BRUNNER, Michael","CNSP","925"
"572",36,"Ohariu","ACT New Zealand","      222","FITZPATRICK, Sean Daniel Thomas","ACT","177"
"573",36,"Ohariu","National Party","   16686","HUDSON, Brett","NAT","5227"
"574",36,"Ohariu","Green Party","    4715","WOODLEY, Tane","GP","2266"
"575",36,"Ohariu","Ban1080","       14"," "," "," "
"576",36,"Ohariu","Internet MANA","      206"," "," "," "
"577",36,"Ohariu","New Zealand First Party","    1582"," "," "," "
"578",36,"Ohariu","The Civilian Party","       26"," "," "," "
"579",37,"Otaki","Green Party","    3053","DREW, Maddy","GP","2095"
"580",37,"Otaki","Conservative","    1575","LOVELOCK, Anne ","CNSP","857"
"581",37,"Otaki"," "," ","MACDONALD, Frederick John","IND","107"
"582",37,"Otaki","ACT New Zealand","      103"," "," "," "
"583",37,"Otaki","Ban1080","       55"," "," "," "
"584",37,"Otaki","Focus New Zealand","        5"," "," "," "
"585",37,"Otaki","Maori Party","      136"," "," "," "
"586",37,"Otaki","NZ Independent Coalition","       17"," "," "," "
"587",37,"Otaki","United Future","       64"," "," "," "
"588",37,"Otaki","National Party","   17371","GUY, Nathan","NAT","19352"
"589",37,"Otaki","Labour Party","    8548","McCANN, Rob","LAB","12018"
"590",37,"Otaki"," "," ","VICKERS, Amanda","IND","179"
"591",37,"Otaki","Aotearoa Legalise Cannabis Party","       99"," "," "," "
"592",37,"Otaki","Democrats for Social Credit","       18"," "," "," "
"593",37,"Otaki","Internet MANA","      183"," "," "," "
"594",37,"Otaki","New Zealand First Party","    3515"," "," "," "
"595",37,"Otaki","The Civilian Party","        8"," "," "," "
"596",38,"Pakuranga","Labour Party","    4808","KIRKER, Barry","LAB","6629"
"597",38,"Pakuranga","National Party","   18813","WILLIAMSON, Maurice ","NAT","18534"
"598",38,"Pakuranga","Ban1080","        9"," "," "," "
"599",38,"Pakuranga","Focus New Zealand","        4"," "," "," "
"600",38,"Pakuranga","Internet MANA","      170"," "," "," "
"601",38,"Pakuranga","New Zealand First Party","    2232"," "," "," "
"602",38,"Pakuranga","The Civilian Party","       13"," "," "," "
"603",38,"Pakuranga","Conservative","    1756","CRAIG, Andrew","CNSP","3216"
"604",38,"Pakuranga","ACT New Zealand","      922","WHYTE, Jamie","ACT","1822"
"605",38,"Pakuranga","Aotearoa Legalise Cannabis Party","       89"," "," "," "
"606",38,"Pakuranga","Democrats for Social Credit","        7"," "," "," "
"607",38,"Pakuranga","Green Party","    1803"," "," "," "
"608",38,"Pakuranga","Maori Party","       97"," "," "," "
"609",38,"Pakuranga","NZ Independent Coalition","        6"," "," "," "
"610",38,"Pakuranga","United Future","       68"," "," "," "
"611",39,"Palmerston North","New Zealand First Party","    2821","BALL, Darroch","NZF","1074"
"612",39,"Palmerston North","Labour Party","    9171","LEES-GALLOWAY, Iain","LAB","15164"
"613",39,"Palmerston North","Conservative","    1392","PEARCE, Mark","CNSP","627"
"614",39,"Palmerston North","Aotearoa Legalise Cannabis Party","       98"," "," "," "
"615",39,"Palmerston North","Democrats for Social Credit","       10"," "," "," "
"616",39,"Palmerston North","Green Party","    2785"," "," "," "
"617",39,"Palmerston North","Maori Party","      346"," "," "," "
"618",39,"Palmerston North","The Civilian Party","       19"," "," "," "
"619",39,"Palmerston North"," "," ","FARVID, Pani","IP","187"
"620",39,"Palmerston North","National Party","   13179","NAYLOR, Jono","NAT","13275"
"621",39,"Palmerston North","ACT New Zealand","      153"," "," "," "
"622",39,"Palmerston North","Ban1080","       26"," "," "," "
"623",39,"Palmerston North","Focus New Zealand","        8"," "," "," "
"624",39,"Palmerston North","Internet MANA","      297"," "," "," "
"625",39,"Palmerston North","NZ Independent Coalition","       79"," "," "," "
"626",39,"Palmerston North","United Future","       76"," "," "," "
"627",40,"Papakura","New Zealand First Party","    3299","CATCHPOLE, Brent","NZF","3047"
"628",40,"Papakura","Green Party","    1474","CONROY, Caroline","GP","1507"
"629",40,"Papakura","Maori Party","      122","KENDALL, Ann","MAOR","207"
"630",40,"Papakura","Conservative","    1303","STITT, Kevin","CNSP","1169"
"631",40,"Papakura","Aotearoa Legalise Cannabis Party","       94"," "," "," "
"632",40,"Papakura","Democrats for Social Credit","        6"," "," "," "
"633",40,"Papakura","Internet MANA","      202"," "," "," "
"634",40,"Papakura","The Civilian Party","       15"," "," "," "
"635",40,"Papakura","National Party","   15705","COLLINS, Judith","NAT","14001"
"636",40,"Papakura"," "," ","FOWLER, Roger","MANA","143"
"637",40,"Papakura","Labour Party","    7390","MIKA, Jerome","LAB","9150"
"638",40,"Papakura","ACT New Zealand","      195","THOMPSON, John","ACT","357"
"639",40,"Papakura","Ban1080","       19"," "," "," "
"640",40,"Papakura","Focus New Zealand","        4"," "," "," "
"641",40,"Papakura","NZ Independent Coalition","        4"," "," "," "
"642",40,"Papakura","United Future","       52"," "," "," "
"643",41,"Port Hills","Conservative","    1128","BROSNAN, Chris","CNSP","544"
"644",41,"Port Hills","Democrats for Social Credit","       35","GRIBBEN, Gary J","NZDSC","49"
"645",41,"Port Hills","New Zealand First Party","    2334","O'ROURKE, Denis","NZF","1023"
"646",41,"Port Hills","Green Party","    5751","SAGE, Eugenie","GP","2534"
"647",41,"Port Hills","Ban1080","       24"," "," "," "
"648",41,"Port Hills","Internet MANA","      243"," "," "," "
"649",41,"Port Hills","NZ Independent Coalition","        1"," "," "," "
"650",41,"Port Hills","United Future","       75"," "," "," "
"651",41,"Port Hills","Labour Party","    8438","DYSON, Ruth","LAB","16345"
"652",41,"Port Hills","National Party","   16792","KORAKO, Nuk","NAT","14480"
"653",41,"Port Hills","ACT New Zealand","      154","RUSSELL, Geoff","ACT","122"
"654",41,"Port Hills","Aotearoa Legalise Cannabis Party","       96"," "," "," "
"655",41,"Port Hills","Focus New Zealand","        9"," "," "," "
"656",41,"Port Hills","Maori Party","      143"," "," "," "
"657",41,"Port Hills","The Civilian Party","       21"," "," "," "
"658",42,"Rangitata","Labour Party","    7459","GIBSON, Steven","LAB","8731"
"659",42,"Rangitata","Conservative","    1482","VITALI, Oliver","CNSP","1478"
"660",42,"Rangitata","Ban1080","       75"," "," "," "
"661",42,"Rangitata","Focus New Zealand","        9"," "," "," "
"662",42,"Rangitata","Internet MANA","      114"," "," "," "
"663",42,"Rangitata","New Zealand First Party","    2662"," "," "," "
"664",42,"Rangitata","The Civilian Party","       16"," "," "," "
"665",42,"Rangitata","ACT New Zealand","      150","CORBETT, Tom","ACT","429"
"666",42,"Rangitata","National Party","   18707","GOODHEW, Jo","NAT","21883"
"667",42,"Rangitata","Aotearoa Legalise Cannabis Party","      187"," "," "," "
"668",42,"Rangitata","Democrats for Social Credit","       23"," "," "," "
"669",42,"Rangitata","Green Party","    2372"," "," "," "
"670",42,"Rangitata","Maori Party","       83"," "," "," "
"671",42,"Rangitata","NZ Independent Coalition","       13"," "," "," "
"672",42,"Rangitata","United Future","       97"," "," "," "
"673",43,"Rangitikei","Conservative","    1956","BROWN, Roy","CNSP","1378"
"674",43,"Rangitikei","New Zealand First Party","    3533","RUDZKI, Romuald Edward John","NZF","2138"
"675",43,"Rangitikei","ACT New Zealand","      114","WILSON, Neil","ACT","159"
"676",43,"Rangitikei","Ban1080","       86"," "," "," "
"677",43,"Rangitikei","Focus New Zealand","        8"," "," "," "
"678",43,"Rangitikei","Internet MANA","      151"," "," "," "
"679",43,"Rangitikei","NZ Independent Coalition","       13"," "," "," "
"680",43,"Rangitikei","United Future","       68"," "," "," "
"681",43,"Rangitikei","National Party","   16936","McKELVIE, Ian","NAT","18753"
"682",43,"Rangitikei","Labour Party","    5673","RUSSELL, Deborah","LAB","8521"
"683",43,"Rangitikei","Aotearoa Legalise Cannabis Party","      122"," "," "," "
"684",43,"Rangitikei","Democrats for Social Credit","       14"," "," "," "
"685",43,"Rangitikei","Green Party","    2296"," "," "," "
"686",43,"Rangitikei","Maori Party","      163"," "," "," "
"687",43,"Rangitikei","The Civilian Party","       17"," "," "," "
"688",44,"Rimutaka","National Party","   13895","HOLDEN, Lewis","NAT","11502"
"689",44,"Rimutaka","Conservative","    1381","LYNCH, Philip Michael","CNSP","886"
"690",44,"Rimutaka","ACT New Zealand","      115"," "," "," "
"691",44,"Rimutaka","Ban1080","       75"," "," "," "
"692",44,"Rimutaka","Focus New Zealand","        4"," "," "," "
"693",44,"Rimutaka","Maori Party","      128"," "," "," "
"694",44,"Rimutaka","The Civilian Party","       18"," "," "," "
"695",44,"Rimutaka","Labour Party","   10631","HIPKINS, Chris","LAB","17333"
"696",44,"Rimutaka","New Zealand First Party","    3426","HUNT, Aaron","NZF","1601"
"697",44,"Rimutaka","Green Party","    2693","RUTHVEN, Susanne","GP","1437"
"698",44,"Rimutaka","Aotearoa Legalise Cannabis Party","      145"," "," "," "
"699",44,"Rimutaka","Democrats for Social Credit","       12"," "," "," "
"700",44,"Rimutaka","Internet MANA","      249"," "," "," "
"701",44,"Rimutaka","NZ Independent Coalition","       18"," "," "," "
"702",44,"Rimutaka","United Future","      110"," "," "," "
"703",45,"Rodney","Labour Party","    4264","BOLT, Eric","LAB","3811"
"704",45,"Rodney","ACT New Zealand","      175","HOULBROOKE, Beth","ACT","206"
"705",45,"Rodney","New Zealand First Party","    3245","MARTIN, Tracey","NZF","3660"
"706",45,"Rodney","Aotearoa Legalise Cannabis Party","      102"," "," "," "
"707",45,"Rodney","Democrats for Social Credit","       13"," "," "," "
"708",45,"Rodney","Internet MANA","      179"," "," "," "
"709",45,"Rodney","NZ Independent Coalition","       12"," "," "," "
"710",45,"Rodney","United Future","       72"," "," "," "
"711",45,"Rodney","Conservative","    2439","HEYNS, Anton","CNSP","2015"
"712",45,"Rodney","Green Party","    2822","McALL, Malcolm","GP","2956"
"713",45,"Rodney","National Party","   21765","MITCHELL, Mark","NAT","22461"
"714",45,"Rodney","Ban1080","       24"," "," "," "
"715",45,"Rodney","Focus New Zealand","        5"," "," "," "
"716",45,"Rodney","Maori Party","      122"," "," "," "
"717",45,"Rodney","The Civilian Party","        7"," "," "," "
"718",46,"Rongotai","United Future","      109","EUSOFF, Sultan","UFNZ","77"
"719",46,"Rongotai","Labour Party","   10031","KING, Annette","LAB","16395"
"720",46,"Rongotai"," "," ","OVERTON, John","PRF","48"
"721",46,"Rongotai","New Zealand First Party","    1863","PIERSON, Brent","NZF","706"
"722",46,"Rongotai","Conservative","      553","WELSH, Bruce ","CNSP","515"
"723",46,"Rongotai","Aotearoa Legalise Cannabis Party","      102"," "," "," "
"724",46,"Rongotai","Democrats for Social Credit","       15"," "," "," "
"725",46,"Rongotai","Internet MANA","      415"," "," "," "
"726",46,"Rongotai","NZ Independent Coalition","        6"," "," "," "
"727",46,"Rongotai"," "," ","CARTER, Aaron","CLI","53"
"728",46,"Rongotai","National Party","   10923","FINLAYSON, Christopher","NAT","8095"
"729",46,"Rongotai","Green Party","    8230","NORMAN, Russel","GP","6353"
"730",46,"Rongotai"," "," ","PARETUTANGANUI-TAMATI, Ariana","MANA","181"
"731",46,"Rongotai"," "," ","RICHARDS, Don","IND","74"
"732",46,"Rongotai","ACT New Zealand","      105"," "," "," "
"733",46,"Rongotai","Ban1080","       16"," "," "," "
"734",46,"Rongotai","Focus New Zealand","        3"," "," "," "
"735",46,"Rongotai","Maori Party","      191"," "," "," "
"736",46,"Rongotai","The Civilian Party","       14"," "," "," "
"737",47,"Rotorua","Labour Party","    6238","COFFEY, Tamati Gerald","LAB","10079"
"738",47,"Rotorua","National Party","   16046","McCLAY, Todd","NAT","17180"
"739",47,"Rotorua","New Zealand First Party","    3735","TABUTEAU, Fletcher","NZF","2239"
"740",47,"Rotorua","Ban1080","       88"," "," "," "
"741",47,"Rotorua","Focus New Zealand","        3"," "," "," "
"742",47,"Rotorua","Internet MANA","      213"," "," "," "
"743",47,"Rotorua","NZ Independent Coalition","       29"," "," "," "
"744",47,"Rotorua","United Future","       71"," "," "," "
"745",47,"Rotorua","Conservative","    1242","DAVIDSON, Michael","CNSP","545"
"746",47,"Rotorua","ACT New Zealand","      127","RUSSELL, Lyall","ACT","120"
"747",47,"Rotorua","Aotearoa Legalise Cannabis Party","      133"," "," "," "
"748",47,"Rotorua","Democrats for Social Credit","       15"," "," "," "
"749",47,"Rotorua","Green Party","    1884"," "," "," "
"750",47,"Rotorua","Maori Party","      510"," "," "," "
"751",47,"Rotorua","The Civilian Party","       11"," "," "," "
"752",48,"Selwyn","Conservative","    1138","CLIBBORN, Roger ","CNSP","590"
"753",48,"Selwyn","Maori Party","      154","GARDYNE, Sheryl ","MAOR","112"
"754",48,"Selwyn","Green Party","    3319","HILL, Peter Selwyn","GP","3517"
"755",48,"Selwyn","Aotearoa Legalise Cannabis Party","       85"," "," "," "
"756",48,"Selwyn","Democrats for Social Credit","        8"," "," "," "
"757",48,"Selwyn","Internet MANA","      139"," "," "," "
"758",48,"Selwyn","The Civilian Party","       13"," "," "," "
"759",48,"Selwyn","National Party","   20213","ADAMS, Amy","NAT","22182"
"760",48,"Selwyn","Labour Party","    4080","DICKSON, Gordon John","LAB","3384"
"761",48,"Selwyn","ACT New Zealand","      114","GILBERT, Paul","ACT","67"
"762",48,"Selwyn","New Zealand First Party","    2193","WOODS, Bill","NZF","1664"
"763",48,"Selwyn","Ban1080","       62"," "," "," "
"764",48,"Selwyn","Focus New Zealand","        5"," "," "," "
"765",48,"Selwyn","NZ Independent Coalition","        5"," "," "," "
"766",48,"Selwyn","United Future","       78"," "," "," "
"767",49,"Tamaki"," "," ","GIBSON, Lisa","MANA","239"
"768",49,"Tamaki","Conservative","    1003","MOUNTAIN, Danny","CNSP","543"
"769",49,"Tamaki","Green Party","    2579","SIGGAARD, Dorthe","GP","3085"
"770",49,"Tamaki","Aotearoa Legalise Cannabis Party","       77"," "," "," "
"771",49,"Tamaki","Democrats for Social Credit","        9"," "," "," "
"772",49,"Tamaki","Internet MANA","      187"," "," "," "
"773",49,"Tamaki","New Zealand First Party","    1435"," "," "," "
"774",49,"Tamaki","The Civilian Party","       14"," "," "," "
"775",49,"Tamaki","ACT New Zealand","      445","MILNE, Mike","ACT","420"
"776",49,"Tamaki","National Party","   21122","O'CONNOR, Simon","NAT","22657"
"777",49,"Tamaki","Labour Party","    4604","WU, Chao-Fu","LAB","4436"
"778",49,"Tamaki","Ban1080","        5"," "," "," "
"779",49,"Tamaki","Focus New Zealand","       11"," "," "," "
"780",49,"Tamaki","Maori Party","      145"," "," "," "
"781",49,"Tamaki","NZ Independent Coalition","       10"," "," "," "
"782",49,"Tamaki","United Future","       58"," "," "," "
"783",50,"Taranaki-King Country","Conservative","    1733","AISH, Edward","CNSP","1291"
"784",50,"Taranaki-King Country","Labour Party","    3904","GAYLOR, Penny","LAB","5041"
"785",50,"Taranaki-King Country","National Party","   18752","KURIGER, Barbara","NAT","20438"
"786",50,"Taranaki-King Country","ACT New Zealand","      112"," "," "," "
"787",50,"Taranaki-King Country","Ban1080","      136"," "," "," "
"788",50,"Taranaki-King Country","Internet MANA","      146"," "," "," "
"789",50,"Taranaki-King Country","New Zealand First Party","    2886"," "," "," "
"790",50,"Taranaki-King Country","The Civilian Party","        9"," "," "," "
"791",50,"Taranaki-King Country","Democrats for Social Credit","       19","ESPIN, David","NZDSC","148"
"792",50,"Taranaki-King Country"," "," ","KEINZLEY, Grant","IP","176"
"793",50,"Taranaki-King Country","Green Party","    2045","MOORE, Robert","GP","2681"
"794",50,"Taranaki-King Country","Aotearoa Legalise Cannabis Party","      128"," "," "," "
"795",50,"Taranaki-King Country","Focus New Zealand","        7"," "," "," "
